transaction_id,card_id,merchant_id,amount,currency,country,mcc,device_id,ip_address,timestamp
tx_583,card_15,m_294,78.80,USD,KZ,5411,d_396,10.0.29.215,2026-04-12T09:11:24.926574+00:00
tx_584,card_1,m_143,159.19,USD,DE,5812,d_329,10.0.140.154,2026-04-12T09:11:34.926587+00:00
tx_585,card_26,m_255,156.52,USD,KZ,5411,d_244,10.0.135.229,2026-04-12T09:11:44.926599+00:00
tx_586,card_9,m_267,55.69,USD,US,5732,d_81,10.0.51.135,2026-04-12T09:11:54.926611+00:00
tx_587,card_10,m_237,171.31,USD,TR,5999,d_431,10.0.231.227,2026-04-12T09:12:04.926623+00:00
tx_588,card_27,m_140,142.65,USD,US,5732,d_191,10.0.215.222,2026-04-12T09:12:14.926634+00:00
tx_589,card_26,m_208,175.48,USD,TR,5812,d_78,10.0.21.212,2026-04-12T09:12:24.926646+00:00
tx_590,card_24,m_162,48.58,USD,TR,5999,d_394,10.0.2.29,2026-04-12T09:12:34.926657+00:00
tx_591,card_18,m_108,18.33,USD,KZ,5999,d_274,10.0.48.229,2026-04-12T09:12:44.926669+00:00
tx_592,card_14,m_156,3741.45,USD,VN,5999,d_59,10.0.30.228,2026-04-12T09:12:54.926683+00:00
tx_593,card_24,m_143,44.39,USD,DE,5812,d_289,10.0.22.81,2026-04-12T09:13:04.926695+00:00
tx_594,card_24,m_14,63.86,USD,DE,5732,d_107,10.0.4.180,2026-04-12T09:13:14.926708+00:00
tx_595,card_12,m_30,24.12,USD,TR,5812,d_456,10.0.108.209,2026-04-12T09:13:24.926720+00:00
tx_596,card_10,m_259,29.21,USD,TR,5812,d_178,10.0.190.173,2026-04-12T09:13:34.926733+00:00
tx_597,card_22,m_27,1985.63,USD,ID,5732,d_254,10.0.238.66,2026-04-12T09:13:44.926745+00:00
tx_598,card_2,m_267,177.90,USD,KZ,5411,d_347,10.0.113.125,2026-04-12T09:13:54.926757+00:00
tx_599,card_5,m_278,115.77,USD,US,5411,d_87,10.0.192.198,2026-04-12T09:14:04.926770+00:00
tx_600,card_26,m_20,12.60,USD,DE,5999,d_28,10.0.219.81,2026-04-12T09:14:14.926782+00:00
tx_601,card_8,m_156,146.28,USD,TR,5999,d_64,10.0.91.206,2026-04-12T09:14:24.926794+00:00
tx_602,card_12,m_270,60.47,USD,US,5812,d_469,10.0.1.9,2026-04-12T09:14:34.926806+00:00
tx_603,card_25,m_237,41.02,USD,KZ,5411,d_273,10.0.111.146,2026-04-12T09:14:44.926819+00:00
tx_604,card_19,m_250,3706.79,USD,ID,7995,d_73,10.0.65.116,2026-04-12T09:14:54.926833+00:00
tx_605,card_29,m_209,81.40,USD,US,5812,d_393,10.0.126.192,2026-04-12T09:15:04.926845+00:00
tx_606,card_24,m_193,170.94,USD,US,5812,d_114,10.0.66.244,2026-04-12T09:15:14.926856+00:00
tx_607,card_22,m_121,2200.33,USD,VN,5411,d_451,10.0.188.70,2026-04-12T09:15:24.926870+00:00
tx_608,card_16,m_171,2802.15,USD,BR,7995,d_236,10.0.69.227,2026-04-12T09:15:34.926883+00:00
tx_609,card_24,m_204,17.11,USD,TR,5411,d_468,10.0.122.236,2026-04-12T09:15:44.926894+00:00
tx_610,card_1,m_188,47.42,USD,TR,5732,d_19,10.0.118.131,2026-04-12T09:15:54.926906+00:00
tx_611,card_6,m_125,1222.86,USD,BR,7995,d_239,10.0.244.108,2026-04-12T09:16:04.926919+00:00
tx_612,card_10,m_141,104.97,USD,US,5999,d_475,10.0.219.201,2026-04-12T09:16:14.926932+00:00
tx_613,card_25,m_41,103.51,USD,KZ,5812,d_204,10.0.10.39,2026-04-12T09:16:24.926942+00:00
tx_614,card_25,m_225,976.64,USD,ID,5732,d_482,10.0.78.20,2026-04-12T09:16:34.926951+00:00
tx_615,card_25,m_130,2471.69,USD,ID,7995,d_500,10.0.100.241,2026-04-12T09:16:44.926962+00:00
tx_616,card_24,m_96,2934.05,USD,BR,7995,d_6,10.0.203.57,2026-04-12T09:16:54.926971+00:00
tx_617,card_4,m_172,106.77,USD,TR,5732,d_486,10.0.196.54,2026-04-12T09:17:04.926980+00:00
tx_618,card_11,m_12,12.82,USD,US,5732,d_166,10.0.204.220,2026-04-12T09:17:14.926988+00:00
tx_619,card_14,m_10,67.06,USD,US,5411,d_5,10.0.138.138,2026-04-12T09:17:24.926998+00:00
tx_620,card_23,m_205,25.23,USD,US,5999,d_487,10.0.171.40,2026-04-12T09:17:34.927007+00:00
tx_621,card_22,m_54,144.96,USD,US,5732,d_83,10.0.28.19,2026-04-12T09:17:44.927015+00:00
tx_622,card_3,m_252,58.56,USD,KZ,5411,d_365,10.0.217.74,2026-04-12T09:17:54.927023+00:00
tx_623,card_3,m_29,172.20,USD,KZ,5812,d_500,10.0.216.56,2026-04-12T09:18:04.927032+00:00
tx_624,card_6,m_138,131.78,USD,TR,5999,d_325,10.0.209.1,2026-04-12T09:18:14.927041+00:00
tx_625,card_21,m_11,161.28,USD,KZ,5732,d_36,10.0.5.44,2026-04-12T09:18:24.927049+00:00
tx_626,card_23,m_261,2340.74,USD,BR,5411,d_114,10.0.156.79,2026-04-12T09:18:34.927058+00:00
tx_627,card_25,m_212,6.20,USD,TR,5732,d_437,10.0.4.7,2026-04-12T09:18:44.927067+00:00
tx_628,card_17,m_275,74.47,USD,DE,5732,d_77,10.0.201.169,2026-04-12T09:18:54.927075+00:00
tx_629,card_18,m_23,49.84,USD,TR,5732,d_232,10.0.229.157,2026-04-12T09:19:04.927163+00:00
tx_630,card_12,m_72,22.16,USD,US,5732,d_428,10.0.186.117,2026-04-12T09:19:14.927187+00:00
tx_631,card_7,m_54,85.37,USD,KZ,5411,d_17,10.0.214.72,2026-04-12T09:19:24.927200+00:00
tx_632,card_9,m_233,80.66,USD,DE,5732,d_385,10.0.36.201,2026-04-12T09:19:34.927213+00:00
tx_633,card_26,m_295,1367.43,USD,ID,7995,d_498,10.0.183.182,2026-04-12T09:19:44.927226+00:00
tx_634,card_12,m_212,24.87,USD,KZ,5812,d_149,10.0.165.123,2026-04-12T09:19:54.927239+00:00
tx_635,card_4,m_291,179.61,USD,US,5411,d_368,10.0.50.173,2026-04-12T09:20:04.927250+00:00
tx_636,card_18,m_180,3357.29,USD,ID,7995,d_149,10.0.124.37,2026-04-12T09:20:14.927260+00:00
tx_637,card_7,m_45,141.52,USD,US,5732,d_450,10.0.197.121,2026-04-12T09:20:24.927268+00:00
tx_638,card_25,m_102,33.73,USD,TR,5999,d_114,10.0.107.158,2026-04-12T09:20:34.927277+00:00
tx_639,card_15,m_132,33.58,USD,DE,5999,d_196,10.0.163.105,2026-04-12T09:20:44.927285+00:00
tx_640,card_14,m_252,42.51,USD,TR,5812,d_100,10.0.154.102,2026-04-12T09:20:54.927294+00:00
tx_641,card_21,m_80,3467.30,USD,ID,5999,d_33,10.0.172.70,2026-04-12T09:21:04.927303+00:00
tx_642,card_30,m_255,1266.14,USD,BR,5411,d_374,10.0.121.222,2026-04-12T09:21:14.927313+00:00
tx_643,card_8,m_119,17.38,USD,US,5732,d_278,10.0.154.69,2026-04-12T09:21:24.927321+00:00
tx_644,card_22,m_221,115.62,USD,TR,5999,d_400,10.0.249.228,2026-04-12T09:21:34.927329+00:00
tx_645,card_24,m_174,123.04,USD,DE,5812,d_95,10.0.101.252,2026-04-12T09:21:44.927338+00:00
tx_646,card_15,m_108,179.52,USD,US,5411,d_492,10.0.180.44,2026-04-12T09:21:54.927346+00:00
tx_647,card_6,m_49,150.93,USD,KZ,5999,d_190,10.0.1.184,2026-04-12T09:22:04.927355+00:00
tx_648,card_13,m_283,4088.63,USD,BR,5732,d_450,10.0.2.146,2026-04-12T09:22:14.927364+00:00
tx_649,card_21,m_191,134.47,USD,DE,5812,d_181,10.0.89.199,2026-04-12T09:22:24.927372+00:00
tx_650,card_29,m_94,137.57,USD,KZ,5999,d_297,10.0.152.86,2026-04-12T09:22:34.927381+00:00
tx_651,card_20,m_194,127.12,USD,US,5812,d_163,10.0.254.71,2026-04-12T09:22:44.927389+00:00
tx_652,card_27,m_161,172.63,USD,KZ,5812,d_29,10.0.212.228,2026-04-12T09:22:54.927397+00:00
tx_653,card_2,m_221,103.11,USD,KZ,5812,d_81,10.0.7.197,2026-04-12T09:23:04.927406+00:00
tx_654,card_14,m_113,3459.62,USD,BR,5999,d_67,10.0.106.111,2026-04-12T09:23:14.927415+00:00
tx_655,card_28,m_229,164.10,USD,KZ,5812,d_318,10.0.107.244,2026-04-12T09:23:24.927424+00:00
tx_656,card_30,m_152,4055.22,USD,ID,7995,d_250,10.0.74.203,2026-04-12T09:23:34.927433+00:00
tx_657,card_23,m_179,1541.34,USD,VN,5732,d_61,10.0.5.157,2026-04-12T09:23:44.927442+00:00
tx_658,card_18,m_145,121.04,USD,KZ,5999,d_4,10.0.196.108,2026-04-12T09:23:54.927451+00:00
tx_659,card_2,m_48,3236.43,USD,ID,7995,d_259,10.0.145.107,2026-04-12T09:24:04.927460+00:00
tx_660,card_3,m_194,23.93,USD,DE,5732,d_331,10.0.210.112,2026-04-12T09:24:14.927469+00:00
tx_661,card_20,m_15,2133.62,USD,ID,7995,d_89,10.0.34.151,2026-04-12T09:24:24.927479+00:00
tx_662,card_3,m_4,109.86,USD,DE,5411,d_73,10.0.119.98,2026-04-12T09:24:34.927487+00:00
tx_663,card_12,m_27,127.76,USD,US,5999,d_379,10.0.239.207,2026-04-12T09:24:44.927496+00:00
tx_664,card_15,m_277,144.20,USD,DE,5411,d_181,10.0.74.212,2026-04-12T09:24:54.927504+00:00
tx_665,card_8,m_186,2859.35,USD,BR,5812,d_22,10.0.110.131,2026-04-12T09:25:04.927513+00:00
tx_666,card_6,m_39,168.47,USD,US,5999,d_124,10.0.177.32,2026-04-12T09:25:14.927522+00:00
tx_667,card_24,m_208,129.61,USD,US,5812,d_320,10.0.247.166,2026-04-12T09:25:24.927530+00:00
tx_668,card_8,m_252,41.84,USD,DE,5732,d_377,10.0.220.129,2026-04-12T09:25:34.927539+00:00
tx_669,card_30,m_176,141.81,USD,KZ,5999,d_210,10.0.244.248,2026-04-12T09:25:44.927549+00:00
tx_670,card_9,m_199,2847.59,USD,ID,7995,d_53,10.0.19.63,2026-04-12T09:25:54.927572+00:00
tx_671,card_10,m_235,34.39,USD,KZ,5999,d_231,10.0.127.61,2026-04-12T09:26:04.927581+00:00
tx_672,card_28,m_7,8.37,USD,KZ,5812,d_366,10.0.121.62,2026-04-12T09:26:14.927589+00:00
tx_673,card_27,m_210,42.00,USD,DE,5812,d_47,10.0.45.111,2026-04-12T09:26:24.927598+00:00
tx_674,card_15,m_29,3403.07,USD,ID,5732,d_136,10.0.52.149,2026-04-12T09:26:34.927607+00:00
tx_675,card_28,m_191,2680.99,USD,ID,5732,d_119,10.0.251.60,2026-04-12T09:26:44.927616+00:00
tx_676,card_17,m_108,96.38,USD,KZ,5812,d_30,10.0.73.130,2026-04-12T09:26:54.927625+00:00
tx_677,card_21,m_127,96.23,USD,US,5812,d_439,10.0.84.76,2026-04-12T09:27:04.927633+00:00
tx_678,card_9,m_139,163.01,USD,KZ,5732,d_468,10.0.253.216,2026-04-12T09:27:14.927641+00:00
tx_679,card_20,m_291,93.88,USD,KZ,5999,d_357,10.0.197.78,2026-04-12T09:27:24.927650+00:00
tx_680,card_4,m_293,61.87,USD,TR,5999,d_3,10.0.8.35,2026-04-12T09:27:34.927658+00:00
tx_681,card_29,m_245,95.97,USD,DE,5999,d_434,10.0.148.206,2026-04-12T09:27:44.927667+00:00
tx_682,card_14,m_118,49.96,USD,US,5411,d_432,10.0.36.131,2026-04-12T09:27:54.927675+00:00
tx_683,card_16,m_7,5.98,USD,KZ,5411,d_164,10.0.66.194,2026-04-12T09:28:04.927684+00:00
tx_684,card_23,m_156,74.61,USD,KZ,5411,d_413,10.0.213.43,2026-04-12T09:28:14.927692+00:00
tx_685,card_23,m_108,41.66,USD,TR,5411,d_349,10.0.197.54,2026-04-12T09:28:24.927701+00:00
tx_686,card_19,m_82,3118.19,USD,BR,7995,d_333,10.0.38.118,2026-04-12T09:28:34.927710+00:00
tx_687,card_17,m_61,128.31,USD,KZ,5999,d_4,10.0.163.96,2026-04-12T09:28:44.927718+00:00
tx_688,card_5,m_206,134.50,USD,KZ,5999,d_381,10.0.0.197,2026-04-12T09:28:54.927727+00:00
tx_689,card_2,m_181,95.65,USD,DE,5411,d_28,10.0.161.147,2026-04-12T09:29:04.927735+00:00
tx_690,card_16,m_126,175.34,USD,DE,5732,d_11,10.0.192.134,2026-04-12T09:29:14.927744+00:00
tx_691,card_24,m_245,3460.73,USD,ID,7995,d_197,10.0.195.105,2026-04-12T09:29:24.927753+00:00
tx_692,card_14,m_178,2943.40,USD,VN,5812,d_390,10.0.184.85,2026-04-12T09:29:34.927762+00:00
tx_693,card_27,m_211,1654.95,USD,ID,5732,d_47,10.0.113.226,2026-04-12T09:29:44.927772+00:00
tx_694,card_11,m_91,27.68,USD,US,5732,d_274,10.0.164.25,2026-04-12T09:29:54.927781+00:00
tx_695,card_27,m_140,179.92,USD,DE,5411,d_477,10.0.61.14,2026-04-12T09:30:04.927789+00:00
tx_696,card_5,m_122,4163.93,USD,BR,7995,d_495,10.0.189.42,2026-04-12T09:30:14.927798+00:00
tx_697,card_30,m_175,114.35,USD,TR,5411,d_127,10.0.215.201,2026-04-12T09:30:24.927807+00:00
tx_698,card_24,m_176,2467.85,USD,ID,5411,d_449,10.0.110.45,2026-04-12T09:30:34.927816+00:00
tx_699,card_28,m_72,111.54,USD,US,5812,d_70,10.0.57.125,2026-04-12T09:30:44.927825+00:00
tx_700,card_11,m_83,92.84,USD,US,5732,d_360,10.0.56.188,2026-04-12T09:30:54.927833+00:00
tx_701,card_9,m_52,26.31,USD,US,5411,d_70,10.0.100.105,2026-04-12T09:31:04.927841+00:00
tx_702,card_1,m_47,159.28,USD,DE,5812,d_312,10.0.203.169,2026-04-12T09:31:14.927850+00:00
tx_703,card_4,m_1,146.62,USD,US,5812,d_18,10.0.215.200,2026-04-12T09:31:24.927859+00:00
tx_704,card_26,m_181,1758.99,USD,BR,5732,d_459,10.0.126.247,2026-04-12T09:31:34.927868+00:00
tx_705,card_25,m_193,167.64,USD,KZ,5411,d_459,10.0.244.130,2026-04-12T09:31:44.927878+00:00
tx_706,card_13,m_282,47.08,USD,US,5411,d_260,10.0.57.61,2026-04-12T09:31:54.927886+00:00
tx_707,card_20,m_208,124.69,USD,DE,5812,d_63,10.0.140.1,2026-04-12T09:32:04.927895+00:00
tx_708,card_19,m_208,1244.68,USD,VN,5812,d_319,10.0.232.225,2026-04-12T09:32:14.927904+00:00
tx_709,card_20,m_251,36.11,USD,DE,5732,d_185,10.0.228.220,2026-04-12T09:32:24.927913+00:00
tx_710,card_8,m_163,86.71,USD,KZ,5411,d_54,10.0.218.159,2026-04-12T09:32:34.927921+00:00
tx_711,card_9,m_145,59.25,USD,TR,5999,d_214,10.0.143.34,2026-04-12T09:32:44.927930+00:00
tx_712,card_18,m_120,3335.93,USD,BR,7995,d_314,10.0.9.160,2026-04-12T09:32:54.927939+00:00
tx_713,card_28,m_171,63.51,USD,KZ,5812,d_45,10.0.246.1,2026-04-12T09:33:04.927948+00:00
tx_714,card_17,m_82,1505.54,USD,BR,7995,d_169,10.0.135.195,2026-04-12T09:33:14.927957+00:00
tx_715,card_18,m_166,66.61,USD,US,5812,d_12,10.0.58.253,2026-04-12T09:33:24.927966+00:00
tx_716,card_18,m_176,85.17,USD,KZ,5812,d_295,10.0.92.136,2026-04-12T09:33:34.927974+00:00
tx_717,card_4,m_21,87.80,USD,KZ,5411,d_363,10.0.102.172,2026-04-12T09:33:44.927983+00:00
tx_718,card_13,m_113,175.17,USD,TR,5411,d_195,10.0.233.128,2026-04-12T09:33:54.928050+00:00
tx_719,card_26,m_2,105.64,USD,DE,5732,d_357,10.0.52.168,2026-04-12T09:34:04.928065+00:00
tx_720,card_7,m_180,68.45,USD,US,5411,d_368,10.0.245.250,2026-04-12T09:34:14.928076+00:00
tx_721,card_29,m_100,121.84,USD,TR,5411,d_131,10.0.48.42,2026-04-12T09:34:24.928089+00:00
tx_722,card_17,m_274,32.48,USD,DE,5411,d_220,10.0.100.2,2026-04-12T09:34:34.928101+00:00
tx_723,card_27,m_194,109.86,USD,KZ,5999,d_482,10.0.189.27,2026-04-12T09:34:44.928113+00:00
tx_724,card_16,m_283,86.00,USD,TR,5411,d_158,10.0.61.187,2026-04-12T09:34:54.928125+00:00
tx_725,card_11,m_146,161.26,USD,TR,5732,d_49,10.0.99.139,2026-04-12T09:35:04.928136+00:00
tx_726,card_9,m_279,1224.16,USD,VN,7995,d_2,10.0.27.230,2026-04-12T09:35:14.928146+00:00
tx_727,card_19,m_40,157.90,USD,US,5999,d_68,10.0.162.58,2026-04-12T09:35:24.928155+00:00
tx_728,card_19,m_87,12.09,USD,US,5411,d_498,10.0.24.57,2026-04-12T09:35:34.928163+00:00
tx_729,card_21,m_67,124.93,USD,KZ,5732,d_283,10.0.43.128,2026-04-12T09:35:44.928172+00:00
tx_730,card_10,m_214,158.31,USD,KZ,5732,d_141,10.0.4.199,2026-04-12T09:35:54.928180+00:00
tx_731,card_3,m_275,159.35,USD,DE,5999,d_403,10.0.176.172,2026-04-12T09:36:04.928188+00:00
tx_732,card_1,m_284,61.58,USD,TR,5732,d_482,10.0.157.39,2026-04-12T09:36:14.928197+00:00
tx_733,card_18,m_181,108.94,USD,DE,5411,d_456,10.0.148.57,2026-04-12T09:36:24.928205+00:00
tx_734,card_6,m_73,160.55,USD,TR,5732,d_302,10.0.88.242,2026-04-12T09:36:34.928214+00:00
tx_735,card_27,m_252,43.65,USD,TR,5411,d_279,10.0.207.218,2026-04-12T09:36:44.928222+00:00
tx_736,card_4,m_163,116.92,USD,US,5999,d_47,10.0.70.113,2026-04-12T09:36:54.928231+00:00
tx_737,card_18,m_36,137.58,USD,US,5411,d_197,10.0.193.213,2026-04-12T09:37:04.928239+00:00
tx_738,card_14,m_19,109.85,USD,KZ,5812,d_82,10.0.155.251,2026-04-12T09:37:14.928247+00:00
tx_739,card_17,m_96,103.09,USD,US,5812,d_402,10.0.253.94,2026-04-12T09:37:24.928255+00:00
tx_740,card_15,m_50,3390.46,USD,VN,7995,d_165,10.0.30.121,2026-04-12T09:37:34.928264+00:00
tx_741,card_6,m_222,9.14,USD,KZ,5732,d_45,10.0.207.74,2026-04-12T09:37:44.928273+00:00
tx_742,card_6,m_90,3932.63,USD,VN,7995,d_30,10.0.48.81,2026-04-12T09:37:54.928282+00:00
tx_743,card_10,m_207,65.59,USD,US,5732,d_25,10.0.161.42,2026-04-12T09:38:04.928291+00:00
tx_744,card_14,m_222,130.79,USD,US,5732,d_460,10.0.249.150,2026-04-12T09:38:14.928300+00:00
tx_745,card_17,m_232,67.33,USD,TR,5411,d_330,10.0.186.151,2026-04-12T09:38:24.928308+00:00
tx_746,card_18,m_159,9.08,USD,DE,5732,d_430,10.0.132.166,2026-04-12T09:38:34.928317+00:00
tx_747,card_8,m_44,155.54,USD,KZ,5812,d_232,10.0.238.78,2026-04-12T09:38:44.928326+00:00
tx_748,card_10,m_89,164.71,USD,US,5732,d_272,10.0.174.160,2026-04-12T09:38:54.928334+00:00
tx_749,card_17,m_300,72.33,USD,US,5812,d_124,10.0.188.242,2026-04-12T09:39:04.928343+00:00
tx_750,card_2,m_107,92.54,USD,TR,5999,d_370,10.0.163.141,2026-04-12T09:39:14.928351+00:00
tx_751,card_7,m_91,55.47,USD,KZ,5812,d_79,10.0.86.124,2026-04-12T09:39:24.928360+00:00
tx_752,card_11,m_224,70.24,USD,TR,5411,d_293,10.0.35.192,2026-04-12T09:39:34.928368+00:00
tx_753,card_8,m_225,30.53,USD,TR,5999,d_64,10.0.117.18,2026-04-12T09:39:44.928377+00:00
tx_754,card_7,m_56,175.59,USD,US,5812,d_388,10.0.146.237,2026-04-12T09:39:54.928385+00:00
tx_755,card_10,m_221,20.52,USD,TR,5999,d_18,10.0.98.1,2026-04-12T09:40:04.928393+00:00
tx_756,card_26,m_113,8.96,USD,DE,5999,d_322,10.0.116.156,2026-04-12T09:40:14.928402+00:00
tx_757,card_17,m_29,2333.92,USD,VN,5999,d_31,10.0.38.240,2026-04-12T09:40:24.928411+00:00
tx_758,card_30,m_282,3054.61,USD,VN,5812,d_411,10.0.173.73,2026-04-12T09:40:34.928420+00:00
tx_759,card_18,m_188,25.21,USD,KZ,5999,d_234,10.0.59.43,2026-04-12T09:40:44.928429+00:00
tx_760,card_8,m_51,24.42,USD,US,5411,d_377,10.0.95.111,2026-04-12T09:40:54.928437+00:00
tx_761,card_15,m_226,156.07,USD,KZ,5732,d_233,10.0.111.229,2026-04-12T09:41:04.928446+00:00
tx_762,card_19,m_58,4046.77,USD,BR,5732,d_170,10.0.4.246,2026-04-12T09:41:14.928455+00:00
tx_763,card_3,m_265,1379.47,USD,BR,7995,d_150,10.0.127.90,2026-04-12T09:41:24.928464+00:00
tx_764,card_3,m_254,41.83,USD,DE,5732,d_156,10.0.187.199,2026-04-12T09:41:34.928473+00:00
tx_765,card_17,m_296,3998.07,USD,ID,5411,d_236,10.0.190.18,2026-04-12T09:41:44.928482+00:00
tx_766,card_6,m_287,127.86,USD,DE,5999,d_279,10.0.234.147,2026-04-12T09:41:54.928491+00:00
tx_767,card_7,m_4,47.76,USD,DE,5999,d_218,10.0.18.188,2026-04-12T09:42:04.928499+00:00
tx_768,card_28,m_80,3637.30,USD,ID,5812,d_377,10.0.63.156,2026-04-12T09:42:14.928509+00:00
tx_769,card_15,m_184,3859.23,USD,BR,7995,d_186,10.0.197.109,2026-04-12T09:42:24.928518+00:00
tx_770,card_6,m_18,3140.56,USD,VN,7995,d_390,10.0.90.2,2026-04-12T09:42:34.928527+00:00
tx_771,card_19,m_3,40.05,USD,KZ,5732,d_424,10.0.218.132,2026-04-12T09:42:44.928536+00:00
tx_772,card_1,m_148,99.64,USD,US,5812,d_209,10.0.139.114,2026-04-12T09:42:54.928545+00:00
tx_773,card_22,m_94,35.35,USD,TR,5411,d_319,10.0.101.160,2026-04-12T09:43:04.928570+00:00
tx_774,card_14,m_10,86.47,USD,US,5411,d_159,10.0.64.63,2026-04-12T09:43:14.928581+00:00
tx_775,card_21,m_160,2059.23,USD,BR,5999,d_79,10.0.148.125,2026-04-12T09:43:24.928591+00:00
tx_776,card_2,m_117,71.75,USD,TR,5812,d_102,10.0.77.126,2026-04-12T09:43:34.928600+00:00
tx_777,card_16,m_272,994.15,USD,ID,5812,d_188,10.0.163.219,2026-04-12T09:43:44.928609+00:00
tx_778,card_21,m_142,139.12,USD,TR,5411,d_391,10.0.110.170,2026-04-12T09:43:54.928617+00:00
tx_779,card_22,m_128,152.18,USD,US,5411,d_129,10.0.192.100,2026-04-12T09:44:04.928626+00:00
tx_780,card_24,m_76,16.23,USD,KZ,5999,d_51,10.0.30.99,2026-04-12T09:44:14.928635+00:00
tx_781,card_25,m_283,54.74,USD,KZ,5812,d_241,10.0.115.191,2026-04-12T09:44:24.928643+00:00
tx_782,card_2,m_232,58.98,USD,DE,5999,d_485,10.0.138.250,2026-04-12T09:44:34.928653+00:00
tx_783,card_9,m_238,125.96,USD,KZ,5812,d_84,10.0.232.179,2026-04-12T09:44:44.928661+00:00
tx_784,card_1,m_193,3820.78,USD,BR,5732,d_76,10.0.36.91,2026-04-12T09:44:54.928670+00:00
tx_785,card_24,m_277,2144.58,USD,VN,7995,d_217,10.0.146.228,2026-04-12T09:45:04.928679+00:00
tx_786,card_8,m_218,172.63,USD,US,5812,d_268,10.0.7.5,2026-04-12T09:45:14.928688+00:00
tx_787,card_19,m_247,1527.15,USD,ID,5411,d_187,10.0.138.207,2026-04-12T09:45:24.928697+00:00
tx_788,card_12,m_107,51.20,USD,KZ,5732,d_212,10.0.180.74,2026-04-12T09:45:34.928706+00:00
tx_789,card_13,m_219,84.50,USD,US,5999,d_494,10.0.94.221,2026-04-12T09:45:44.928714+00:00
tx_790,card_17,m_209,158.42,USD,KZ,5812,d_1,10.0.108.193,2026-04-12T09:45:54.928722+00:00
tx_791,card_28,m_13,62.64,USD,US,5732,d_422,10.0.179.117,2026-04-12T09:46:04.928731+00:00
tx_792,card_9,m_211,1278.98,USD,ID,7995,d_19,10.0.250.196,2026-04-12T09:46:14.928740+00:00
tx_793,card_15,m_183,22.61,USD,US,5999,d_309,10.0.60.199,2026-04-12T09:46:24.928748+00:00
tx_794,card_2,m_126,135.01,USD,US,5999,d_143,10.0.152.242,2026-04-12T09:46:34.928758+00:00
tx_795,card_4,m_262,4053.00,USD,ID,7995,d_81,10.0.61.47,2026-04-12T09:46:44.928767+00:00
tx_796,card_19,m_246,136.87,USD,TR,5999,d_311,10.0.106.181,2026-04-12T09:46:54.928776+00:00
tx_797,card_25,m_179,63.74,USD,US,5812,d_44,10.0.184.243,2026-04-12T09:47:04.928784+00:00
tx_798,card_21,m_294,3433.08,USD,ID,7995,d_303,10.0.149.215,2026-04-12T09:47:14.928793+00:00
tx_799,card_15,m_125,124.43,USD,DE,5812,d_314,10.0.187.76,2026-04-12T09:47:24.928802+00:00
tx_800,card_11,m_231,57.08,USD,US,5999,d_470,10.0.52.173,2026-04-12T09:47:34.928810+00:00
tx_801,card_15,m_52,45.69,USD,DE,5812,d_368,10.0.56.247,2026-04-12T09:47:44.928819+00:00
tx_802,card_8,m_98,18.44,USD,US,5812,d_467,10.0.40.110,2026-04-12T09:47:54.928827+00:00
tx_803,card_24,m_247,164.26,USD,TR,5812,d_446,10.0.121.146,2026-04-12T09:48:04.928835+00:00
tx_804,card_27,m_237,27.11,USD,US,5812,d_385,10.0.130.251,2026-04-12T09:48:14.928844+00:00
tx_805,card_13,m_222,3663.58,USD,ID,7995,d_104,10.0.145.202,2026-04-12T09:48:24.928853+00:00
tx_806,card_22,m_1,14.26,USD,US,5812,d_365,10.0.233.152,2026-04-12T09:48:34.928861+00:00
tx_807,card_9,m_47,177.81,USD,TR,5999,d_74,10.0.3.171,2026-04-12T09:48:44.928913+00:00
tx_808,card_1,m_64,108.88,USD,US,5732,d_163,10.0.168.42,2026-04-12T09:48:54.928927+00:00
tx_809,card_4,m_50,134.41,USD,DE,5732,d_240,10.0.155.106,2026-04-12T09:49:04.928939+00:00
tx_810,card_1,m_256,152.82,USD,KZ,5999,d_389,10.0.104.217,2026-04-12T09:49:14.928951+00:00
tx_811,card_10,m_196,2069.58,USD,ID,5411,d_351,10.0.113.86,2026-04-12T09:49:24.928965+00:00
tx_812,card_19,m_206,8.05,USD,DE,5411,d_107,10.0.251.232,2026-04-12T09:49:34.928978+00:00
tx_813,card_3,m_182,49.10,USD,US,5812,d_164,10.0.223.119,2026-04-12T09:49:44.928987+00:00
tx_814,card_23,m_155,19.34,USD,DE,5999,d_475,10.0.88.60,2026-04-12T09:49:54.928996+00:00
tx_815,card_16,m_26,29.71,USD,KZ,5999,d_96,10.0.84.234,2026-04-12T09:50:04.929005+00:00
tx_816,card_5,m_272,3942.44,USD,ID,7995,d_295,10.0.18.33,2026-04-12T09:50:14.929014+00:00
tx_817,card_25,m_272,124.72,USD,US,5411,d_343,10.0.126.79,2026-04-12T09:50:24.929022+00:00
tx_818,card_5,m_298,1474.14,USD,BR,7995,d_218,10.0.245.27,2026-04-12T09:50:34.929033+00:00
tx_819,card_9,m_297,99.22,USD,US,5411,d_453,10.0.33.242,2026-04-12T09:50:44.929042+00:00
tx_820,card_19,m_42,88.41,USD,TR,5411,d_223,10.0.213.198,2026-04-12T09:50:54.929050+00:00
tx_821,card_11,m_289,141.65,USD,TR,5411,d_238,10.0.104.98,2026-04-12T09:51:04.929059+00:00
